Security Symbol,Security Name,Industry,snapshot_date,source_url
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
CIPLA,Cipla Ltd.,PHARMACEUTICALS,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
COALINDIA,Coal India Ltd.,MINING,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
DLF,DLF Ltd.,CONSTRUCTION,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
GAIL,GAIL (India) Ltd.,GAS,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
HDFCBANK,HDFC Bank Ltd.,BANKS,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
ICICIBANK,ICICI Bank Ltd.,BANKS,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
ITC,I T C Ltd.,CIGARETTES,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
JPASSOCIAT,Jaiprakash Associates Ltd.,CONSTRUCTION,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
LT,Larsen & Toubro Ltd.,ENGINEERING,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
NTPC,NTPC Ltd.,POWER,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
PNB,Punjab National Bank,BANKS,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
POWERGRID,Power Grid Corporation of India Ltd.,POWER,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
RELIANCE,Reliance Industries Ltd.,REFINERIES,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
RELINFRA,Reliance Infrastructure Ltd.,POWER,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
SAIL,Steel Authority of India Ltd.,STEEL AND STEEL PRODUCTS,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
SBIN,State Bank of India,BANKS,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
SESAGOA,Sesa Goa Ltd.,MINING,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
STER,Sterlite Industries (India) Ltd.,METALS,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
TATAPOWER,Tata Power Co. Ltd.,POWER,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,2012-05-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_may12.zip
ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
ASIANPAINT,Asian Paints Ltd.,PAINTS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
AXISBANK,Axis Bank Ltd.,BANKS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
BANKBARODA,Bank of Baroda,BANKS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
CIPLA,Cipla Ltd.,PHARMACEUTICALS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
COALINDIA,Coal India Ltd.,MINING,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
DLF,DLF Ltd.,CONSTRUCTION,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
GAIL,GAIL (India) Ltd.,GAS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
HDFCBANK,HDFC Bank Ltd.,BANKS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
ICICIBANK,ICICI Bank Ltd.,BANKS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
ITC,I T C Ltd.,CIGARETTES,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
JPASSOCIAT,Jaiprakash Associates Ltd.,CONSTRUCTION,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
LT,Larsen & Toubro Ltd.,ENGINEERING,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
NTPC,NTPC Ltd.,POWER,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
PNB,Punjab National Bank,BANKS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
POWERGRID,Power Grid Corporation of India Ltd.,POWER,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
RELIANCE,Reliance Industries Ltd.,REFINERIES,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
RELINFRA,Reliance Infrastructure Ltd.,POWER,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
SAIL,Steel Authority of India Ltd.,STEEL AND STEEL PRODUCTS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
SBIN,State Bank of India,BANKS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
SESAGOA,Sesa Goa Ltd.,MINING,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
STER,Sterlite Industries (India) Ltd.,METALS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
TATAPOWER,Tata Power Co. Ltd.,POWER,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,2012-06-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jun12.zip
ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
ASIANPAINT,Asian Paints Ltd.,PAINTS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
AXISBANK,Axis Bank Ltd.,BANKS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
BANKBARODA,Bank of Baroda,BANKS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
CIPLA,Cipla Ltd.,PHARMACEUTICALS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
COALINDIA,Coal India Ltd.,MINING,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
DLF,DLF Ltd.,CONSTRUCTION,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
GAIL,GAIL (India) Ltd.,GAS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
HDFCBANK,HDFC Bank Ltd.,BANKS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
ICICIBANK,ICICI Bank Ltd.,BANKS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
IDFC,Infrastructure Development Finance Co. Ltd.,FINANCIAL INSTITUTION,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
ITC,I T C Ltd.,CIGARETTES,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
JPASSOCIAT,Jaiprakash Associates Ltd.,CONSTRUCTION,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
LT,Larsen & Toubro Ltd.,ENGINEERING,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
NTPC,NTPC Ltd.,POWER,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
PNB,Punjab National Bank,BANKS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
POWERGRID,Power Grid Corporation of India Ltd.,POWER,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
RELIANCE,Reliance Industries Ltd.,REFINERIES,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
RELINFRA,Reliance Infrastructure Ltd.,POWER,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
SAIL,Steel Authority of India Ltd.,STEEL AND STEEL PRODUCTS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
SBIN,State Bank of India,BANKS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
