Security Symbol,Security Name,Industry,snapshot_date,source_url
ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
VEDL,Vedanta Ltd.,MINING,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
YESBANK,Yes Bank Ltd.,BANKS,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,2018-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug18.zip
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
ASIANPAINT,Asian Paints Ltd.,PAINTS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
AXISBANK,Axis Bank Ltd.,BANKS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
BAJFINANCE,Bajaj Finance Ltd.,FINANCE,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
CIPLA,Cipla Ltd.,PHARMACEUTICALS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
COALINDIA,Coal India Ltd.,MINING,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
GAIL,GAIL (India) Ltd.,GAS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
HDFCBANK,HDFC Bank Ltd.,BANKS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
ITC,I T C Ltd.,CIGARETTES,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
ICICIBANK,ICICI Bank Ltd.,BANKS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
IBULHSGFIN,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
IOC,Indian Oil Corporation Ltd.,REFINERIES,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
INDUSINDBK,IndusInd Bank Ltd.,BANKS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
LT,Larsen & Toubro Ltd.,ENGINEERING,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
NTPC,NTPC Ltd.,POWER,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
POWERGRID,Power Grid Corporation of India Ltd.,POWER,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
RELIANCE,Reliance Industries Ltd.,REFINERIES,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
SBIN,State Bank of India,BANKS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
VEDL,Vedanta Ltd.,MINING,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
YESBANK,Yes Bank Ltd.,BANKS,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,2018-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep18.zip
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
ASIANPAINT,Asian Paints Ltd.,PAINTS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
AXISBANK,Axis Bank Ltd.,BANKS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
BAJFINANCE,Bajaj Finance Ltd.,FINANCE,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
CIPLA,Cipla Ltd.,PHARMACEUTICALS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
COALINDIA,Coal India Ltd.,MINING,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
GAIL,GAIL (India) Ltd.,GAS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
HDFCBANK,HDFC Bank Ltd.,BANKS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
ITC,I T C Ltd.,CIGARETTES,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
ICICIBANK,ICICI Bank Ltd.,BANKS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
IBULHSGFIN,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
IOC,Indian Oil Corporation Ltd.,REFINERIES,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
INDUSINDBK,IndusInd Bank Ltd.,BANKS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
LT,Larsen & Toubro Ltd.,ENGINEERING,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
NTPC,NTPC Ltd.,POWER,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
POWERGRID,Power Grid Corporation of India Ltd.,POWER,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
RELIANCE,Reliance Industries Ltd.,REFINERIES,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
SBIN,State Bank of India,BANKS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
VEDL,Vedanta Ltd.,MINING,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
YESBANK,Yes Bank Ltd.,BANKS,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,2018-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct18.zip
ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
ASIANPAINT,Asian Paints Ltd.,PAINTS,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
AXISBANK,Axis Bank Ltd.,BANKS,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
BAJFINANCE,Bajaj Finance Ltd.,FINANCE,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
CIPLA,Cipla Ltd.,PHARMACEUTICALS,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
COALINDIA,Coal India Ltd.,MINING,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
GAIL,GAIL (India) Ltd.,GAS,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
HDFCBANK,HDFC Bank Ltd.,BANKS,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
ITC,I T C Ltd.,CIGARETTES,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
ICICIBANK,ICICI Bank Ltd.,BANKS,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
IBULHSGFIN,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
IOC,Indian Oil Corporation Ltd.,REFINERIES,2018-11-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_nov18.zip
